StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10_1,Q10_2,Q10_3,Q11,Q12,Q12_4_TEXT,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q13_7,Q13_8,Q13_9,Q13_10,Q13_11,Q13_12,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q14_7,Q15,Q15_8_TEXT,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q17,Q18
2021-11-09 21:55:22,2021-11-09 21:58:58,IP Address,66.85.230.150,100,216,True,2021-11-09 21:58:59,R_3nkGuB1VweJpwbb,,,,,35.027801513671875,-85.1461029052734375,anonymous,EN,24 and Under,Female,High school graduate or equivalent (GED),Below 50k,Employed full-time,Neither,Yes,No,No,7 - Extremely familiar,7 - Extremely familiar,4 - Moderately familiar,"AR / VR Glasses (e.g., HoloLens, Google Glass, Snap Spectacles),Pokemon Go,Tethered VR (e.g., Oculus Rift, HTC VIVE Pro),Smartphone VR",Virtual Reality,,Effective,Effective,Extremely effective,Effective,7 - Most Effective,Very Effective,Effective,Slightly effective,Slightly effective,1 - Not effective at all,Slightly effective,Moderately effective,1 - Not frequent at all,Very frequent,1 - Not frequent at all,7 - Most frequent,1 - Not frequent at all,1 - Not frequent at all,1 - Not frequent at all,"Facebook / Instagram,Google Search",,Prefer a lot,Prefer a lot,Do not prefer,Do not prefer,Prefer slightly,Prefer a moderate amount,Yes,60e7914437bc8979f39e93bf
2021-11-09 22:03:54,2021-11-09 22:06:05,IP Address,172.58.25.97,100,130,True,2021-11-09 22:06:06,R_1j8RUP6ydVRZhTW,,,,,32.7104034423828125,-117.05279541015625,anonymous,EN,25-30,Male,Bachelor’s degree or equivalent,$50k - $100k,Employed full-time,White collar,Yes,No,No,5 - Familiar,5 - Familiar,4 - Moderately familiar,"AR / VR Glasses (e.g., HoloLens, Google Glass, Snap Spectacles),Pokemon Go,Tethered VR (e.g., Oculus Rift, HTC VIVE Pro),Standalone VR (e.g., Pico Neo, VIVE Focus, Oculus Go),Smartphone VR","Virtual Reality,Augmented Reality,Mixed Reality",,1 - Not effective at all,Moderately effective,Very Effective,Slightly effective,Very Effective,Effective,Effective,Moderately effective,Moderately effective,Moderately effective,Moderately effective,Very Effective,1 - Not frequent at all,1 - Not frequent at all,1 - Not frequent at all,7 - Most frequent,Slightly frequent,Slightly frequent,Slightly frequent,Google Search,,Prefer a great deal,Prefer a lot,Prefer a moderate amount,Do not prefer,Do not prefer,Do not prefer,Yes,614dfdd63655cdf634079b80
2021-11-09 22:03:58,2021-11-09 22:07:57,IP Address,73.168.16.146,100,238,True,2021-11-09 22:07:57,R_3g6LwpL95fQ7wXq,,,,,42.0048065185546875,-87.99539947509765625,anonymous,EN,41-56,Female,Graduate degree or higher,$151k - $200k,Employed full-time,White collar,No,No,No,2 - Slightly familiar,4 - Moderately familiar,3 - Somewhat familiar,Smartphone VR,"Virtual Reality,Augmented Reality",,Moderately effective,1 - Not effective at all,Effective,Moderately effective,Very Effective,Slightly effective,Moderately effective,Slightly effective,Slightly effective,Slightly effective,Slightly effective,Effective,Moderately frequent,1 - Not frequent at all,Moderately frequent,Very frequent,Moderately frequent,Frequent,Very frequent,"LinkedIn,Google Search,Press / Online Newspaper (e.g. TechCrunch, Forbes)",,Prefer a moderate amount,Prefer a moderate amount,Prefer slightly,Prefer slightly,Prefer a lot,Prefer a moderate amount,Yes,6116e50d7403301b8fb7c4c1
2021-11-09 22:01:53,2021-11-09 22:09:31,IP Address,98.251.30.83,100,458,True,2021-11-09 22:09:31,R_2Ugup4NXqVjqHi8,,,,,33.7223968505859375,-84.52050018310546875,anonymous,EN,41-56,Male,High school graduate or equivalent (GED),$50k - $100k,Employed part-time,Blue collar,No,No,No,2 - Slightly familiar,1- Not familiar at all,2 - Slightly familiar,Smartphone VR,,,Moderately effective,Slightly effective,Extremely effective,Effective,Very Effective,Moderately effective,Slightly effective,1 - Not effective at all,Slightly effective,Slightly effective,Slightly effective,Effective,1 - Not frequent at all,1 - Not frequent at all,1 - Not frequent at all,Extremely frequent,Frequent,Slightly frequent,Moderately frequent,"Facebook / Instagram,Twitter,Google Search,YouTube,Press / Online Newspaper (e.g. TechCrunch, Forbes)",,Prefer a lot,Prefer slightly,Do not prefer,Prefer a moderate amount,Prefer a moderate amount,Prefer a moderate amount,No,
2021-11-09 22:09:15,2021-11-09 22:14:09,IP Address,73.82.78.23,100,293,True,2021-11-09 22:14:09,R_PzCQngJVAjM1uoh,,,,,34.126007080078125,-84.57520294189453125,anonymous,EN,25-30,Male,Bachelor’s degree or equivalent,$101k - 150k,Employed full-time,White collar,Yes,Yes,No,4 - Moderately familiar,4 - Moderately familiar,4 - Moderately familiar,"Pokemon Go,Tethered VR (e.g., Oculus Rift, HTC VIVE Pro),Smartphone VR","Augmented Reality,Mixed Reality",,Slightly effective,1 - Not effective at all,Very Effective,Slightly effective,Effective,Moderately effective,Slightly effective,1 - Not effective at all,1 - Not effective at all,Slightly effective,Slightly effective,Effective,1 - Not frequent at all,1 - Not frequent at all,1 - Not frequent at all,7 - Most frequent,Slightly frequent,1 - Not frequent at all,Slightly frequent,"Google Search,YouTube,Blog (e.g., Medium),Press / Online Newspaper (e.g. TechCrunch, Forbes)",,Prefer a lot,Prefer slightly,Prefer a moderate amount,Prefer a moderate amount,Prefer a moderate amount,Prefer slightly,Yes,6126d2e5df5e408f9b9c8baf
2021-11-09 22:26:38,2021-11-09 22:28:30,IP Address,68.114.55.207,100,111,True,2021-11-09 22:28:30,R_1OiBKM7eLWNdntx,,,,,41.71270751953125,-72.20960235595703125,anonymous,EN,31-40,Male,Bachelor’s degree or equivalent,Below 50k,Employed full-time,Blue collar,Yes,No,No,3 - Somewhat familiar,3 - Somewhat familiar,3 - Somewhat familiar,"Tethered VR (e.g., Oculus Rift, HTC VIVE Pro),Smartphone VR",Augmented Reality,,Slightly effective,Moderately effective,Extremely effective,Effective,Effective,Moderately effective,Moderately effective,Slightly effective,Slightly effective,Effective,Effective,Effective,Frequent,Frequent,Moderately frequent,Very frequent,Frequent,Frequent,Frequent,Google Search,,Prefer a moderate amount,Prefer a moderate amount,Prefer a moderate amount,Prefer a lot,Prefer a moderate amount,Prefer a moderate amount,Yes,5f1cc717981bb7584655fe62
2021-11-09 22:26:42,2021-11-09 22:31:00,IP Address,107.77.214.24,100,258,True,2021-11-09 22:31:01,R_agFSeNPFn47NyKt,,,,,37.7335052490234375,-121.418701171875,anonymous,EN,31-40,Female,Bachelor’s degree or equivalent,$101k - 150k,Employed full-time,White collar,Yes,No,No,6 - Very familiar,5 - Familiar,1- Not familiar at all,"Pokemon Go,Tethered VR (e.g., Oculus Rift, HTC VIVE Pro)",,,Extremely effective,Moderately effective,Extremely effective,1 - Not effective at all,Effective,Effective,Extremely effective,Slightly effective,1 - Not effective at all,Slightly effective,Slightly effective,Slightly effective,Slightly frequent,1 - Not frequent at all,1 - Not frequent at all,Extremely frequent,1 - Not frequent at all,1 - Not frequent at all,Slightly frequent,Google Search,,Prefer slightly,Prefer slightly,Do not prefer,Prefer slightly,Do not prefer,Prefer slightly,Yes,60c0ee4b30c0d90d0875ba59
2021-11-09 22:31:59,2021-11-09 22:34:18,IP Address,73.74.65.21,100,138,True,2021-11-09 22:34:18,R_3sAZa5Ul5DKEIZ7,,,,,41.7415924072265625,-87.9375,anonymous,EN,24 and Under,Male,Associate degree or equivalent,Below 50k,Employed part-time,Blue collar,No,No,No,3 - Somewhat familiar,3 - Somewhat familiar,3 - Somewhat familiar,"Tethered VR (e.g., Oculus Rift, HTC VIVE Pro),Smartphone VR",,,Slightly effective,Slightly effective,Effective,Effective,Moderately effective,1 - Not effective at all,1 - Not effective at all,1 - Not effective at all,1 - Not effective at all,1 - Not effective at all,Slightly effective,Effective,Slightly frequent,Slightly frequent,Moderately frequent,7 - Most frequent,Extremely frequent,Moderately frequent,Frequent,"LinkedIn,Facebook / Instagram,Twitter,Google Search,YouTube,Blog (e.g., Medium),Press / Online Newspaper (e.g. TechCrunch, Forbes)",,Prefer a great deal,Prefer a moderate amount,Do not prefer,Prefer slightly,Do not prefer,Prefer a moderate amount,Yes,5d1acc6eb0c5a8001786de55
2021-11-09 22:33:33,2021-11-09 22:37:38,IP Address,107.77.207.102,100,245,True,2021-11-09 22:37:38,R_cCSHJkdwXbPthap,,,,,41.87640380859375,-87.6132965087890625,anonymous,EN,25-30,Female,High school graduate or equivalent (GED),Below 50k,Self-Employed,Neither,No,No,No,2 - Slightly familiar,1- Not familiar at all,1- Not familiar at all,,,,1 - Not effective at all,1 - Not effective at all,Moderately effective,1 - Not effective at all,1 - Not effective at all,Effective,Extremely effective,Slightly effective,Very Effective,Very Effective,Effective,7 - Most Effective,1 - Not frequent at all,Extremely frequent,Extremely frequent,7 - Most frequent,1 - Not frequent at all,Very frequent,1 - Not frequent at all,Google Search,,Prefer a great deal,Prefer a great deal,Do not prefer,Prefer a great deal,Prefer a lot,Do not prefer,Yes,610874d36c1cb1b590670ccf
2021-11-09 22:37:27,2021-11-09 22:40:19,IP Address,162.194.187.232,100,171,True,2021-11-09 22:40:19,R_2SBrCE5iyNuBcdj,,,,,39.590606689453125,-86.36679840087890625,anonymous,EN,25-30,Female,Bachelor’s degree or equivalent,$101k - 150k,Employed full-time,White collar,No,No,Yes,7 - Extremely familiar,7 - Extremely familiar,7 - Extremely familiar,"AR / VR Glasses (e.g., HoloLens, Google Glass, Snap Spectacles),Pokemon Go,Smartphone VR","Virtual Reality,Augmented Reality,Mixed Reality",,7 - Most Effective,Extremely effective,7 - Most Effective,7 - Most Effective,7 - Most Effective,Very Effective,Extremely effective,Extremely effective,Effective,Very Effective,Extremely effective,7 - Most Effective,Very frequent,Extremely frequent,Extremely frequent,7 - Most frequent,7 - Most frequent,7 - Most frequent,Very frequent,"LinkedIn,Facebook / Instagram,Twitter,Google Search,YouTube,Blog (e.g., Medium),Press / Online Newspaper (e.g. TechCrunch, Forbes)",,Prefer a great deal,Prefer a lot,Prefer a great deal,Prefer a great deal,Prefer a lot,Prefer a moderate amount,Yes,5e379ad54dd79670c8572f86
2021-11-09 22:42:32,2021-11-09 22:48:49,IP Address,174.209.234.36,100,376,True,2021-11-09 22:48:49,R_3jfHdx1wUlG6XW4,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,41-56,Male,High school graduate or equivalent (GED),Below 50k,Self-Employed,Blue collar,No,No,Yes,2 - Slightly familiar,2 - Slightly familiar,1- Not familiar at all,"AR / VR Glasses (e.g., HoloLens, Google Glass, Snap Spectacles)",Augmented Reality,,Effective,Effective,Very Effective,Effective,Moderately effective,Moderately effective,1 - Not effective at all,1 - Not effective at all,1 - Not effective at all,Moderately effective,Slightly effective,Moderately effective,Moderately frequent,Very frequent,Moderately frequent,Extremely frequent,Frequent,Moderately frequent,Slightly frequent,"Facebook / Instagram,Google Search",,Prefer a lot,Prefer a moderate amount,Prefer a moderate amount,Prefer a moderate amount,Prefer slightly,Prefer a great deal,Yes,5c832bd24b0de2001b3510fc
2021-11-09 22:51:31,2021-11-09 22:55:08,IP Address,172.56.7.76,100,216,True,2021-11-09 22:55:08,R_2Y35fpHidAa9g9R,,,,,35.4662017822265625,-97.5167999267578125,anonymous,EN,25-30,Male,High school graduate or equivalent (GED),Below 50k,Self-Employed,Blue collar,No,No,Yes,3 - Somewhat familiar,1- Not familiar at all,1- Not familiar at all,"AR / VR Glasses (e.g., HoloLens, Google Glass, Snap Spectacles),Pokemon Go",,,Moderately effective,Effective,Very Effective,Effective,Effective,Moderately effective,7 - Most Effective,Very Effective,Effective,Moderately effective,Moderately effective,Very Effective,Frequent,Very frequent,Frequent,7 - Most frequent,Very frequent,Slightly frequent,1 - Not frequent at all,"Facebook / Instagram,Google Search,YouTube",,Prefer slightly,Prefer a lot,Prefer slightly,Prefer slightly,Prefer slightly,Prefer a moderate amount,Yes,602436565e9f8b0bd576296c
2021-11-09 22:55:23,2021-11-09 22:59:25,IP Address,74.88.201.2,100,241,True,2021-11-09 22:59:25,R_3iPuRkNJpoAGxx5,,,,,40.8730926513671875,-73.87259674072265625,anonymous,EN,41-56,Male,Associate degree or equivalent,$50k - $100k,Employed full-time,Blue collar,No,No,Yes,5 - Familiar,5 - Familiar,2 - Slightly familiar,Smartphone VR,"Virtual Reality,Augmented Reality",,Slightly effective,Slightly effective,Extremely effective,Slightly effective,Extremely effective,Effective,Very Effective,Slightly effective,Moderately effective,Moderately effective,Slightly effective,Extremely effective,1 - Not frequent at all,1 - Not frequent at all,1 - Not frequent at all,Extremely frequent,1 - Not frequent at all,1 - Not frequent at all,Slightly frequent,"Google Search,Press / Online Newspaper (e.g. TechCrunch, Forbes)",,Prefer a lot,Prefer a lot,Prefer slightly,Do not prefer,Do not prefer,Prefer a lot,Yes,"6150cb20b20e91a4e594300 "
2021-11-09 22:59:10,2021-11-09 23:02:22,IP Address,108.197.99.219,100,191,True,2021-11-09 23:02:22,R_1kULQWDZ2MLnu3n,,,,,34.7678985595703125,-92.14659881591796875,anonymous,EN,41-56,Female,High school graduate or equivalent (GED),Below 50k,Self-Employed,Neither,No,No,No,3 - Somewhat familiar,3 - Somewhat familiar,3 - Somewhat familiar,,,,Effective,Slightly effective,Very Effective,Very Effective,Effective,Very Effective,Moderately effective,Slightly effective,Moderately effective,Moderately effective,Moderately effective,Very Effective,1 - Not frequent at all,1 - Not frequent at all,1 - Not frequent at all,7 - Most frequent,7 - Most frequent,Very frequent,Moderately frequent,"Google Search,YouTube",,Prefer a great deal,Prefer a lot,Prefer slightly,Prefer slightly,Prefer slightly,Prefer slightly,Yes,615bb35e52d50aa9a2ae6747
2021-11-09 23:05:49,2021-11-09 23:07:40,IP Address,71.231.152.118,100,110,True,2021-11-09 23:07:41,R_24IpWK0tcGGUgeN,,,,,47.8302001953125,-122.333099365234375,anonymous,EN,41-56,Male,Graduate degree or higher,$151k - $200k,Employed full-time,White collar,Yes,No,No,2 - Slightly familiar,2 - Slightly familiar,2 - Slightly familiar,,,,Effective,Moderately effective,Effective,Slightly effective,Moderately effective,Slightly effective,1 - Not effective at all,1 - Not effective at all,1 - Not effective at all,1 - Not effective at all,1 - Not effective at all,Effective,Moderately frequent,Slightly frequent,1 - Not frequent at all,Frequent,Slightly frequent,Slightly frequent,Slightly frequent,"LinkedIn,Press / Online Newspaper (e.g. TechCrunch, Forbes)",,Prefer a moderate amount,Prefer slightly,Prefer a lot,Prefer a moderate amount,Prefer a moderate amount,Prefer a moderate amount,Yes,5c2d426389f035000175d171
2021-11-09 23:35:15,2021-11-09 23:40:39,IP Address,172.58.196.198,100,323,True,2021-11-09 23:40:39,R_1jTkT2x1NsZdqZD,,,,,42.39599609375,-83.23509979248046875,anonymous,EN,25-30,Female,High school graduate or equivalent (GED),$50k - $100k,Employed full-time,Neither,No,Yes,No,2 - Slightly familiar,1- Not familiar at all,1- Not familiar at all,"Tethered VR (e.g., Oculus Rift, HTC VIVE Pro),Standalone VR (e.g., Pico Neo, VIVE Focus, Oculus Go)",,,Moderately effective,Slightly effective,Effective,Moderately effective,Moderately effective,Moderately effective,Slightly effective,Slightly effective,Slightly effective,Slightly effective,Slightly effective,Slightly effective,Moderately frequent,Moderately frequent,Slightly frequent,Frequent,Frequent,Frequent,Slightly frequent,Google Search,,Prefer slightly,Prefer a lot,Prefer slightly,Prefer a lot,Do not prefer,Prefer a moderate amount,Yes,61117cb162ca624c2b2a443c
2021-11-09 23:39:54,2021-11-09 23:43:29,IP Address,38.13.54.88,100,215,True,2021-11-09 23:43:29,R_tLsED5fSxbFZ0kh,,,,,39.7317962646484375,-104.9669036865234375,anonymous,EN,31-40,Male,High school graduate or equivalent (GED),Below 50k,Employed full-time,Blue collar,No,No,No,5 - Familiar,5 - Familiar,5 - Familiar,"AR / VR Glasses (e.g., HoloLens, Google Glass, Snap Spectacles),Tethered VR (e.g., Oculus Rift, HTC VIVE Pro)","Augmented Reality,Mixed Reality",,Effective,Very Effective,Extremely effective,Extremely effective,Extremely effective,Very Effective,Very Effective,Effective,Very Effective,Very Effective,Very Effective,Very Effective,1 - Not frequent at all,Extremely frequent,1 - Not frequent at all,Extremely frequent,Extremely frequent,1 - Not frequent at all,1 - Not frequent at all,"Facebook / Instagram,Google Search,YouTube,Others","Instagram ",Prefer a moderate amount,Prefer a moderate amount,Prefer slightly,Prefer a moderate amount,Prefer a moderate amount,Prefer a lot,Yes,5fb3c5177670da04a07208c1
2021-11-09 23:46:11,2021-11-09 23:51:33,IP Address,98.232.126.152,100,321,True,2021-11-09 23:51:33,R_3spJTlmCpmKmJ7O,,,,,47.3235931396484375,-122.318695068359375,anonymous,EN,25-30,Female,Associate degree or equivalent,Below 50k,Employed full-time,Both,Yes,No,No,3 - Somewhat familiar,5 - Familiar,3 - Somewhat familiar,"AR / VR Glasses (e.g., HoloLens, Google Glass, Snap Spectacles),Pokemon Go,Smartphone VR","Virtual Reality,Augmented Reality,Mixed Reality",,Effective,Slightly effective,Effective,Effective,Moderately effective,Effective,Moderately effective,Slightly effective,Slightly effective,Slightly effective,Slightly effective,Very Effective,Frequent,Slightly frequent,Slightly frequent,Frequent,Frequent,Moderately frequent,Frequent,"LinkedIn,Google Search,YouTube,Press / Online Newspaper (e.g. TechCrunch, Forbes)",,Prefer a lot,Prefer a lot,Prefer a lot,Prefer a great deal,Prefer a great deal,Prefer a lot,Yes,612bdca67fe2b2cb696269ee
2021-11-09 23:57:28,2021-11-10 00:03:35,IP Address,73.130.156.168,100,367,True,2021-11-10 00:03:36,R_1mqj6ta7KVIcsje,,,,,41.314697265625,-75.79109954833984375,anonymous,EN,41-56,Female,Bachelor’s degree or equivalent,$50k - $100k,Employed full-time,Blue collar,No,No,No,3 - Somewhat familiar,3 - Somewhat familiar,1- Not familiar at all,"AR / VR Glasses (e.g., HoloLens, Google Glass, Snap Spectacles)",,,Slightly effective,Effective,Very Effective,Very Effective,Extremely effective,Moderately effective,Slightly effective,Slightly effective,Slightly effective,Effective,Slightly effective,Very Effective,1 - Not frequent at all,Slightly frequent,Moderately frequent,Extremely frequent,Moderately frequent,Extremely frequent,Extremely frequent,"Facebook / Instagram,Twitter,Google Search,YouTube,Blog (e.g., Medium),Press / Online Newspaper (e.g. TechCrunch, Forbes)",,Prefer a moderate amount,Do not prefer,Do not prefer,Prefer a moderate amount,Prefer slightly,Prefer a moderate amount,Yes,5c35293501f27e0001094ba5
2021-11-10 00:08:10,2021-11-10 00:14:55,IP Address,47.186.195.138,100,405,True,2021-11-10 00:14:55,R_zSUzMUlbfezCYNz,,,,,33.10699462890625,-97.15979766845703125,anonymous,EN,25-30,Male,Bachelor’s degree or equivalent,$50k - $100k,Employed full-time,White collar,Yes,No,No,6 - Very familiar,6 - Very familiar,6 - Very familiar,"AR / VR Glasses (e.g., HoloLens, Google Glass, Snap Spectacles),Pokemon Go,Tethered VR (e.g., Oculus Rift, HTC VIVE Pro),Smartphone VR","Virtual Reality,Augmented Reality,Mixed Reality",,1 - Not effective at all,Slightly effective,7 - Most Effective,Very Effective,Extremely effective,Very Effective,Very Effective,1 - Not effective at all,Moderately effective,Moderately effective,Moderately effective,Moderately effective,1 - Not frequent at all,1 - Not frequent at all,1 - Not frequent at all,7 - Most frequent,Extremely frequent,Moderately frequent,Very frequent,"Google Search,YouTube,Blog (e.g., Medium),Press / Online Newspaper (e.g. TechCrunch, Forbes)",,Prefer a moderate amount,Prefer a lot,Do not prefer,Prefer a moderate amount,Do not prefer,Prefer a moderate amount,Yes,5ee517175fd9cf23b3b7b7ec
2021-11-10 00:12:40,2021-11-10 00:15:00,IP Address,174.250.14.8,100,139,True,2021-11-10 00:15:00,R_3DnZBlsk4qk2wQu,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,31-40,Male,Bachelor’s degree or equivalent,$50k - $100k,Employed full-time,Blue collar,Yes,No,No,7 - Extremely familiar,1- Not familiar at all,1- Not familiar at all,Pokemon Go,,,Effective,Effective,Effective,Effective,Effective,Effective,Effective,Effective,Effective,Effective,Effective,Effective,Moderately frequent,Moderately frequent,Moderately frequent,Frequent,Frequent,Moderately frequent,Moderately frequent,"Google Search,YouTube",,Prefer a moderate amount,Prefer a moderate amount,Prefer a moderate amount,Prefer a great deal,Prefer a moderate amount,Prefer a moderate amount,No,
2021-11-10 00:10:24,2021-11-10 00:15:38,IP Address,96.255.183.87,100,313,True,2021-11-10 00:15:38,R_3kvlvLXMHdNYjYb,,,,,38.919097900390625,-76.7819976806640625,anonymous,EN,31-40,Female,High school graduate or equivalent (GED),Below 50k,Self-Employed,Neither,No,No,No,2 - Slightly familiar,5 - Familiar,4 - Moderately familiar,Smartphone VR,"Augmented Reality,Mixed Reality",,Slightly effective,Very Effective,7 - Most Effective,Very Effective,Moderately effective,Slightly effective,Slightly effective,1 - Not effective at all,1 - Not effective at all,1 - Not effective at all,Moderately effective,Very Effective,1 - Not frequent at all,Slightly frequent,Slightly frequent,7 - Most frequent,Extremely frequent,1 - Not frequent at all,Moderately frequent,"Facebook / Instagram,Google Search,YouTube,Press / Online Newspaper (e.g. TechCrunch, Forbes)",,Prefer a moderate amount,Prefer a great deal,Prefer slightly,Prefer a moderate amount,Do not prefer,Prefer slightly,Yes,61629ab0967be4034732c1cc
2021-11-10 00:24:46,2021-11-10 00:27:54,IP Address,72.80.246.19,100,187,True,2021-11-10 00:27:54,R_2RTZIldebQCrc6d,,,,,40.7135009765625,-73.3545989990234375,anonymous,EN,25-30,Male,Graduate degree or higher,$50k - $100k,Employed full-time,White collar,No,No,No,5 - Familiar,5 - Familiar,4 - Moderately familiar,"AR / VR Glasses (e.g., HoloLens, Google Glass, Snap Spectacles),Pokemon Go,Standalone VR (e.g., Pico Neo, VIVE Focus, Oculus Go),Smartphone VR",Augmented Reality,,Slightly effective,Slightly effective,Effective,Effective,Very Effective,Effective,Effective,Moderately effective,Effective,Moderately effective,Moderately effective,Very Effective,Slightly frequent,Slightly frequent,Slightly frequent,Extremely frequent,Frequent,Moderately frequent,Frequent,"Google Search,YouTube",,Prefer a lot,Prefer a moderate amount,Prefer a moderate amount,Prefer a lot,Prefer a moderate amount,Prefer a moderate amount,Yes,61117404f138c6b08a91f965
2021-11-10 22:56:24,2021-11-10 22:58:11,IP Address,99.112.237.175,100,106,True,2021-11-10 22:58:11,R_vPFFezVrvCe0gMN,,,,,28.885101318359375,-81.30930328369140625,anonymous,EN,24 and Under,Male,High school graduate or equivalent (GED),$50k - $100k,Employed full-time,Blue collar,No,No,No,5 - Familiar,5 - Familiar,5 - Familiar,"AR / VR Glasses (e.g., HoloLens, Google Glass, Snap Spectacles),Pokemon Go,Tethered VR (e.g., Oculus Rift, HTC VIVE Pro)",Augmented Reality,,Slightly effective,Slightly effective,Effective,Effective,Effective,Moderately effective,Effective,Slightly effective,1 - Not effective at all,1 - Not effective at all,1 - Not effective at all,Very Effective,Slightly frequent,Moderately frequent,Moderately frequent,Frequent,Frequent,Frequent,Moderately frequent,"Google Search,YouTube,Press / Online Newspaper (e.g. TechCrunch, Forbes)",,Prefer slightly,Prefer a moderate amount,Prefer slightly,Prefer a moderate amount,Prefer a moderate amount,Prefer a moderate amount,Yes,5a947fb0f05361000171b5a3
2021-11-10 22:56:26,2021-11-10 22:58:51,IP Address,67.180.225.147,100,145,True,2021-11-10 22:58:51,R_3Kw7c12X8iMvjuc,,,,,38.1024932861328125,-122.21319580078125,anonymous,EN,41-56,Female,High school graduate or equivalent (GED),$101k - 150k,Employed full-time,White collar,No,No,Yes,7 - Extremely familiar,7 - Extremely familiar,5 - Familiar,"AR / VR Glasses (e.g., HoloLens, Google Glass, Snap Spectacles),Tethered VR (e.g., Oculus Rift, HTC VIVE Pro),Standalone VR (e.g., Pico Neo, VIVE Focus, Oculus Go),Smartphone VR","Virtual Reality,Augmented Reality",,Slightly effective,Very Effective,7 - Most Effective,7 - Most Effective,Extremely effective,Very Effective,Extremely effective,Effective,Extremely effective,7 - Most Effective,Effective,Very Effective,1 - Not frequent at all,Very frequent,7 - Most frequent,7 - Most frequent,7 - Most frequent,Very frequent,Frequent,"LinkedIn,Twitter,Google Search,YouTube",,Prefer a great deal,Prefer a lot,Prefer a moderate amount,Prefer a great deal,Prefer a great deal,Prefer a moderate amount,Yes,"I clicked yes by mistake, I meant to click no"
2021-11-10 22:56:32,2021-11-10 22:59:13,IP Address,70.16.132.57,100,160,True,2021-11-10 22:59:13,R_Rmp5MvEUzlixuw1,,,,,40.036407470703125,-75.22190093994140625,anonymous,EN,31-40,Female,High school graduate or equivalent (GED),Below 50k,Employed full-time,Blue collar,No,No,No,2 - Slightly familiar,3 - Somewhat familiar,1- Not familiar at all,Pokemon Go,,,1 - Not effective at all,1 - Not effective at all,7 - Most Effective,7 - Most Effective,1 - Not effective at all,1 - Not effective at all,1 - Not effective at all,1 - Not effective at all,Moderately effective,Moderately effective,Moderately effective,Effective,1 - Not frequent at all,Slightly frequent,1 - Not frequent at all,7 - Most frequent,7 - Most frequent,1 - Not frequent at all,1 - Not frequent at all,"Facebook / Instagram,Google Search,YouTube",,Prefer a great deal,Prefer a lot,Do not prefer,Do not prefer,Do not prefer,Prefer a moderate amount,Yes,60ff35391f843f3efdbb5973
2021-11-10 22:56:14,2021-11-10 23:00:01,IP Address,99.8.109.220,100,226,True,2021-11-10 23:00:01,R_1Q6mmWMmiML1YLG,,,,,38.8112945556640625,-121.2642974853515625,anonymous,EN,25-30,Male,High school graduate or equivalent (GED),$101k - 150k,Employed full-time,Blue collar,No,No,Yes,7 - Extremely familiar,7 - Extremely familiar,5 - Familiar,"Pokemon Go,Standalone VR (e.g., Pico Neo, VIVE Focus, Oculus Go),Smartphone VR","Virtual Reality,Augmented Reality,Mixed Reality",,1 - Not effective at all,Very Effective,7 - Most Effective,Extremely effective,Very Effective,Effective,Extremely effective,Moderately effective,Slightly effective,Slightly effective,Slightly effective,Extremely effective,1 - Not frequent at all,Frequent,Slightly frequent,7 - Most frequent,Very frequent,Very frequent,Very frequent,"Facebook / Instagram,Twitter,Google Search,YouTube,Blog (e.g., Medium),Press / Online Newspaper (e.g. TechCrunch, Forbes)",,Prefer a great deal,Prefer a great deal,Prefer a lot,Prefer a moderate amount,Prefer a moderate amount,Prefer slightly,No,
2021-11-10 22:58:25,2021-11-10 23:00:05,IP Address,98.234.213.5,100,99,True,2021-11-10 23:00:05,R_1P7QsP2Ftl5Rgcd,,,,,37.768798828125,-122.26200103759765625,anonymous,EN,24 and Under,Male,Bachelor’s degree or equivalent,Below 50k,Employed full-time,Blue collar,No,No,No,4 - Moderately familiar,4 - Moderately familiar,4 - Moderately familiar,"Pokemon Go,Tethered VR (e.g., Oculus Rift, HTC VIVE Pro),Smartphone VR",Augmented Reality,,Effective,Moderately effective,Very Effective,Very Effective,Effective,Effective,Effective,Moderately effective,Slightly effective,Effective,Effective,Effective,Frequent,Frequent,Frequent,Frequent,Very frequent,Frequent,Very frequent,"LinkedIn,Google Search",,Prefer a lot,Prefer a moderate amount,Prefer slightly,Prefer a lot,Prefer a moderate amount,Prefer a moderate amount,Yes,61514f5537097bf8052a71d0
