Progress,Duration (in seconds),Finished,Age_Range,Gender,Degree,Income,Employment,Job_Type,Industry_Manufacturing,Industry_Automobile,Industry_Construction,Technology_VR,Technology_AR,Technology_MR,Used,Use_Cases,Use_Cases_Other,Effective_Channel_LinkedIn,Effective_Channel_FB_IG,Effective_Channel_Google,Effective_Channel_YouTube,Effective_Channel_Trade_Show,Effective_Channel_Webinar,Effective_Channel_Phone_Email,Effective_Channel_Billboard,Effective_Channel_Magazine,Effective_Channel_Television,Effective_Channel_Radio,Effective_Channel_Website,Frequent_Channel_LinkedIn,Frequent_Channel__FB_IG,Frequent_Channel_Twitter,Frequent_Channel_Google,Frequent_Channel_YouTube,Frequent_Channel_Blogs,Frequent_Channel_Press,Previous_Channel,Previous_Channel_Other,Acquisition_Channel_Website,Acquisition_Channel_Online,Acquisition_Channel_Cloud_Marketplace,Acquisition_Channel_Distributor,Acquisition_Channel_SI_Consultant,Acquisition_Channel_Retail
100,369,True,31-40,Female,Associate degree or equivalent,$50k - $100k,Self-Employed,White collar,No,No,No,6 - Very familiar,4 - Moderately familiar,4 - Moderately familiar,"AR / VR Glasses (e.g., HoloLens, Google Glass, Snap Spectacles),Pokemon Go,Tethered VR (e.g., Oculus Rift, HTC VIVE Pro),Standalone VR (e.g., Pico Neo, VIVE Focus, Oculus Go),Smartphone VR",Virtual Reality,,Effective,Very Effective,Very Effective,Extremely effective,Effective,Moderately effective,Effective,Slightly effective,Moderately effective,Very Effective,Slightly effective,Moderately effective,Very frequent,Frequent,Extremely frequent,Frequent,Frequent,Moderately frequent,Moderately frequent,"Facebook / Instagram,Twitter,Google Search,YouTube",,Prefer slightly,Prefer a lot,Prefer slightly,Prefer a moderate amount,Prefer a lot,Prefer slightly
100,205,True,31-40,Male,High school graduate or equivalent (GED),$101k - 150k,Self-Employed,Blue collar,No,No,Yes,5 - Familiar,5 - Familiar,4 - Moderately familiar,"AR / VR Glasses (e.g., HoloLens, Google Glass, Snap Spectacles),Pokemon Go,Smartphone VR",Augmented Reality,,1 - Not effective at all,1 - Not effective at all,7 - Most Effective,7 - Most Effective,1 - Not effective at all,1 - Not effective at all,1 - Not effective at all,1 - Not effective at all,1 - Not effective at all,1 - Not effective at all,1 - Not effective at all,1 - Not effective at all,1 - Not frequent at all,1 - Not frequent at all,1 - Not frequent at all,7 - Most frequent,7 - Most frequent,1 - Not frequent at all,1 - Not frequent at all,"Google Search,YouTube",,Prefer a great deal,Prefer slightly,Do not prefer,Do not prefer,Do not prefer,Do not prefer
100,361,True,31-40,Male,High school graduate or equivalent (GED),< $50k,Employed full-time,Blue collar,Yes,No,No,7 - Extremely familiar,7 - Extremely familiar,4 - Moderately familiar,"Pokemon Go,Tethered VR (e.g., Oculus Rift, HTC VIVE Pro),Standalone VR (e.g., Pico Neo, VIVE Focus, Oculus Go),Smartphone VR",Augmented Reality,,Slightly effective,Moderately effective,7 - Most Effective,Very Effective,Effective,Moderately effective,Slightly effective,Slightly effective,Slightly effective,Slightly effective,Slightly effective,Slightly effective,Moderately frequent,Moderately frequent,Moderately frequent,Very frequent,Moderately frequent,Moderately frequent,Moderately frequent,Google Search,,Prefer a moderate amount,Prefer a lot,Prefer slightly,Prefer a moderate amount,Prefer slightly,Prefer slightly
100,403,True,31-40,Male,Graduate degree or higher,$201k - $250k,Employed part-time,White collar,No,No,Yes,6 - Very familiar,5 - Familiar,5 - Familiar,"AR / VR Glasses (e.g., HoloLens, Google Glass, Snap Spectacles),Pokemon Go,Standalone VR (e.g., Pico Neo, VIVE Focus, Oculus Go)","Virtual Reality,Augmented Reality",,Effective,Extremely effective,Extremely effective,Extremely effective,Moderately effective,Moderately effective,Very Effective,Very Effective,Extremely effective,Extremely effective,Very Effective,Effective,Slightly frequent,Moderately frequent,Slightly frequent,Moderately frequent,1 - Not frequent at all,Slightly frequent,Moderately frequent,"LinkedIn,Facebook / Instagram,Twitter,Google Search",,Prefer a great deal,Prefer a great deal,Prefer a lot,Prefer a lot,Prefer a lot,Prefer a great deal
100,288,True,41-56,Male,Graduate degree or higher,$151k - $200k,Employed full-time,White collar,Yes,No,No,4 - Moderately familiar,5 - Familiar,5 - Familiar,"AR / VR Glasses (e.g., HoloLens, Google Glass, Snap Spectacles),Tethered VR (e.g., Oculus Rift, HTC VIVE Pro),Smartphone VR","Virtual Reality,Augmented Reality,Mixed Reality",,Very Effective,Very Effective,Extremely effective,Extremely effective,Effective,Very Effective,Effective,Effective,Slightly effective,Slightly effective,1 - Not effective at all,Very Effective,Very frequent,Very frequent,Moderately frequent,7 - Most frequent,Extremely frequent,Moderately frequent,Moderately frequent,"LinkedIn,Facebook / Instagram,Google Search,YouTube,Blog (e.g., Medium),Press / Online Newspaper (e.g. TechCrunch, Forbes)",,Prefer a moderate amount,Prefer a lot,Prefer a lot,Prefer a great deal,Prefer a moderate amount,Do not prefer
100,139,True,25-30,Male,Associate degree or equivalent,< $50k,Employed full-time,Both,No,No,No,4 - Moderately familiar,4 - Moderately familiar,2 - Slightly familiar,,Augmented Reality,,Effective,Slightly effective,Effective,Slightly effective,Slightly effective,1 - Not effective at all,1 - Not effective at all,1 - Not effective at all,Moderately effective,Slightly effective,Slightly effective,Extremely effective,Slightly frequent,1 - Not frequent at all,1 - Not frequent at all,Very frequent,Extremely frequent,Moderately frequent,Frequent,"Google Search,Blog (e.g., Medium)",,Prefer a lot,Prefer a lot,Prefer a moderate amount,Prefer slightly,Prefer slightly,Do not prefer
100,215,True,< 24,Male,High school graduate or equivalent (GED),< $50k,Employed full-time,Both,No,No,Yes,4 - Moderately familiar,3 - Somewhat familiar,5 - Familiar,"AR / VR Glasses (e.g., HoloLens, Google Glass, Snap Spectacles),Pokemon Go,Tethered VR (e.g., Oculus Rift, HTC VIVE Pro),Smartphone VR",Mixed Reality,,Very Effective,Extremely effective,Extremely effective,Extremely effective,Effective,Effective,Effective,Very Effective,Effective,Effective,Effective,Effective,Moderately frequent,Extremely frequent,Extremely frequent,Extremely frequent,Extremely frequent,Very frequent,Frequent,"Facebook / Instagram,Twitter,Google Search,YouTube",,Prefer slightly,Prefer slightly,Prefer a moderate amount,Prefer slightly,Prefer slightly,Prefer slightly
100,172,True,25-30,Male,Associate degree or equivalent,$50k - $100k,Employed full-time,Blue collar,Yes,Yes,No,7 - Extremely familiar,7 - Extremely familiar,7 - Extremely familiar,"AR / VR Glasses (e.g., HoloLens, Google Glass, Snap Spectacles),Pokemon Go,Smartphone VR","Augmented Reality,Mixed Reality",,Extremely effective,Slightly effective,Extremely effective,Extremely effective,Very Effective,Very Effective,Extremely effective,Slightly effective,Slightly effective,Slightly effective,Extremely effective,7 - Most Effective,Frequent,1 - Not frequent at all,1 - Not frequent at all,Extremely frequent,Extremely frequent,Very frequent,Slightly frequent,"Google Search,YouTube",,Prefer a lot,Prefer a lot,Prefer a moderate amount,Prefer a lot,Prefer a lot,Prefer a moderate amount
100,184,True,< 24,Male,Associate degree or equivalent,$50k - $100k,Employed full-time,Blue collar,Yes,No,No,4 - Moderately familiar,3 - Somewhat familiar,3 - Somewhat familiar,"Pokemon Go,Smartphone VR",,,Moderately effective,Effective,Very Effective,Moderately effective,7 - Most Effective,Effective,Very Effective,Slightly effective,Slightly effective,Slightly effective,1 - Not effective at all,Very Effective,Slightly frequent,Moderately frequent,1 - Not frequent at all,Very frequent,Slightly frequent,Moderately frequent,Slightly frequent,"LinkedIn,Facebook / Instagram,Google Search,Blog (e.g., Medium),Press / Online Newspaper (e.g. TechCrunch, Forbes)",,Prefer a great deal,Prefer a lot,Prefer slightly,Prefer a moderate amount,Prefer slightly,Prefer a moderate amount
100,233,True,31-40,Male,High school graduate or equivalent (GED),$50k - $100k,Self-Employed,Blue collar,No,No,Yes,2 - Slightly familiar,1- Not familiar at all,1- Not familiar at all,,Virtual Reality,,Moderately effective,Moderately effective,Effective,Very Effective,Effective,Effective,Moderately effective,Moderately effective,Slightly effective,Effective,Effective,Very Effective,1 - Not frequent at all,1 - Not frequent at all,1 - Not frequent at all,7 - Most frequent,Very frequent,1 - Not frequent at all,1 - Not frequent at all,"Google Search,YouTube",,Prefer a moderate amount,Prefer a lot,Do not prefer,Prefer slightly,Do not prefer,Prefer a moderate amount
